index,decimals,name,address
SHP,18,Sharpe Token,0xef2463099360a085f1f10b076ed72ef625497a06
RFR,4,Refereum,0xd0929d411954c47438dc1d871dd6081f5c5e149c
ENG,8,Enigma,0xf0ee6b27b759c9893ce4f094b49ad28fd15a23e4
ENJ,18,EnjinCoin,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c
ICNQ,18,Iconiq Lab Token,0xb3e2cb7cccfe139f8ff84013823bf22da6b6390a
DOGEG,18,Dogecoin Gold 2,0x398a9630c57775f77bd661474e112b6cf1941d1f
CE7,4,Act Curation Engine,0x7e7aa6a037bc056ae5bd6a399553cbac1b680602
TUSD,18,True USD,0x8dd5fbce2f6a956c3022ba3663759011dd51e73e
DLT,18,Delta,0x07e3c70653548b04f0a75970c1f81b4cbbfb606f
IBTC,18,iBTC,0x90c88ccd74e57e016acae8ad1eaa12ecf4c06f33
STK,18,STACK,0xae73b38d1c9a8b274127ec30160a4927c4d71824
SHL,18,Oyster Shell,0x8542325b72c6d9fc0ad2ca965a78435413a915a0
EBCH,8,eBitcoinCash,0xafc39788c51f0c1ff7b55317f3e70299e521fff6
TBX,18,Tokenbox,0x3a92bd396aef82af98ebc0aa9030d25a23b11c6b
J8T,8,JET8 Token,0x0d262e5dc4a06a0f1c90ce79c7a60c09dfc884e4
XCD,18,Capdax,0xca00bc15f67ebea4b20dfaaa847cace113cc5501
DOCK,18,Dock Token,0xe5dada80aa6477e85d09747f2842f7993d0df71c
MEDI,18,MediBond,0x90b1b771d0814d607da104b988efa39288219d62
MGO,8,MobileGo,0x40395044ac3c0c57051906da938b54bd6557f212
1LIFE,18,Pinkexc,0xce61f5e6d1fe5a86e246f68aff956f7757282ef0
BTE,8,Bitcoineum,0x73dd069c299a5d691e9836243bcaec9c8c1d8734
PTOY,8,Patientory,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06
ROOTS,18,Roots,0xb39573edc34b3da6c836a59fe6375155d804e492
TIME,8,Chronobank,0x6531f133e6deebe7f2dce5a0441aa7ef330b4e53
BTM,8,Bytom,0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750
STP,8,StashPay,0xecd570bbf74761b960fa04cc10fe2c4e86ffda36
BTO,18,Bottos,0x36905fc93280f52362a1cbab151f25dc46742fb5
BTN,4,BETNetwork,0x437cf0bf53634e3dfa5e3eaff3104004d50fb532
CRED,18,Verify,0x672a1ad4f667fb18a333af13667aa0af1f5b5bdd
BTH,18,Beth,0xd5b9a2737c9b2ff35ecb23b884eb039303bbbb61
AMIS,9,AMIS,0x949bed886c739f1a3273629b3320db0c5024c719
ADST,0,Adshares,0x422866a8f0b032c5cf1dfbdef31a20f4509562b0
BM,2,Bitcomo,0xe2fe5e7e206e7b46cad6a5146320e5b4b9a18e97
CLRT,18,ClusterToken,0x08fd34559f2ed8585d3810b4d96ab8a05c9f97c5
KCH,18,KahnChat,0x9409b1e54d5154b39bdcde3a6f85d463028435c3
ATL,18,ATLANT,0x78b7fada55a64dd895d8c8c35779dd8b67fa8a05
ATM,8,Attention,0x9b11efcaaa1890f6ee52c6bb7cf8153ac5d74139
IDEA,0,IDEA,0x814cafd4782d2e728170fda68257983f03321c58
ATT,18,Atmatrix,0x887834d3b8d450b6bab109c252df3da286d73ce4
FUCKOLD,4,Finally Usable CryptoKarma,0xab16e0d25c06cb376259cc18c1de4aca57605589
ATS,4,Authorship,0x2daee1aa61d60a252dc80564499a69802853583a
XUC,18,Exchange Union,0xc324a2f6b05880503444451b8b27e6f9e63287cb
DROP,18,Dropil,0x4672bad527107471cb5067a887f4656d585a8a31
LUN,18,Lunyr,0xfa05a73ffe78ef8f1a739473e462c54bae6567d9
SER,7,Seratio,0xb561fef0d624c0826ff869946f6076b7c4f2ba42
DGD,9,Digix DAO,0xe0b7927c4af23765cb51314a0e0521a9645f0e2a
AST,4,AirSwap,0x27054b13b1b798b345b591a4d22e6562d47ea75a
ULT,18,Ultimat,0x4632091b0dd0e0902d1fe0534e16eb7b20328d70
ECN,2,EtherCarbon,0xa578acc0cb7875781b7880903f4594d13cfa8b98
IMLOLD,18,IMMLA,0x39de38ba63d172b962db2fc2ee5e4376287c50bf
BITC,0,Bitsync,0xe0c21b3f45fea3e5fdc811021fb1f8842caccad2
IBA,4,iBuildApp Network,0xef88808d0fbb5c0c2c89f6d9b45eda53c0150993
WPR,18,WePower Token,0x4cf488387f035ff08c371515562cba712f9015d4
FLIXX,18,Flixx,0xf04a8ac553fcedb5ba99a64799155826c136b0be
LNK,18,Link,0xe2e6d4be086c6938b53b22144855eef674281639
SEN,18,Consensus Token,0xd53370acf66044910bb49cbcfe8f3cd020337f60
APPC,18,AppCoins,0x1a7a8bd9106f2b8d977e08582dc7d24c723ab0db
CMCT,8,Crowd Machine Token,0x47bc01597798dcd7506dcca36ac4302fc93a8cfb
LNC,18,Lancer Token,0x63e634330a20150dbb61b15648bc73855d6ccf07
BBO,18,Bigbom,0x84f7c44b6fed1080f647e354d552595be2cc602f
BETR,18,Better Betting,0x763186eb8d4856d536ed4478302971214febc6a9
IMC,18,IMM COIN,0xe42ba5558b00d2e6109cc60412d5d4c9473fe998
BBK,18,Brickblock Token,0x4a6058666cf1057eac3cd3a5a614620547559fc9
DGT,18,Dogetoken,0x8b9c35c79af5319c70dd9a3e3850f368822ed64e
ATMT,18,ATMT,0x331a550a2c7f96384eb69127aa0ea9ad4b5da099
FYN,18,FundYourselfNow,0x88fcfbc22c6d3dbaa25af478c578978339bde77a
TRIA,10,Triaconta,0x3293cc907fde439b39aedaf1b982785adaff186b
IML,18,IMMLA,0x26ab4e37a0ca037791c9c935a5691d63466ba487
TTV,18,Token for Television,0xa838be6e4b760e6061d4732d6b9f11bf578f9a76
ABT,18,ArcBlock,0xb98d4c97425d9908e66e53a6fdf673acca0be986
BERRY,14,Rentberry,0x6aeb95f06cda84ca345c2de0f3b7f96923a44f4c
LND,18,LendingBlock,0x0947b0e6d821378805c9598291385ce7c791a6b2
CLT,8,CoinLoan,0x2001f2a0cf801ecfda622f6c28fb6e10d803d969
DADI,18,DADI,0xfb2f26f266fb2805a387230f2aa0a331b4d96fba
EGOLD,18,EGOLD,0x6025f65f6b2f93d8ed1efedc752acfd4bdbcec3e
BBT,4,BitBoost,0x1500205f50bf3fd976466d0662905c9ff254fc9c
BLUE,8,Ethereum Blue,0x539efe69bcdd21a83efd9122571a64cc25e0282b
BEZ,18,Bezop,0x3839d8ba312751aa0248fed6a8bacb84308e20ed
OMG,18,OmiseGO,0xd26114cd6ee289accf82350c8d8487fedb8a0c07
HVN,8,Hive,0xc0eb85285d83217cd7c891702bcbc0fc401e2d9d
INDIOLD,18,Indicoin,0x0ffab58ea5a71cc3ca40217706c3c401407fa4a8
BKX,18,BANKEX,0x45245bc59219eeaaf6cd3f382e078a461ff9de7b
VME,18,VeriME,0xc343f099d3e41aa5c1b59470450e21e92e2d840b
ITC,18,IoT Chain,0x5e6b6d9abad9093fdc861ea1600eba1b355cd940
LCWP,8,LiteCoinW Plus,0xe8fc7e1973496848fcb486c5bb880f68487ea0bb
CMT,18,CyberMiles,0xf85feea2fdd81d51177f6b8f35f0e6734ce45f5f
KEY,18,SelfKey,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7
ARY,18,Blockarray,0xa5f8fc0921880cb7342368bd128eb8050442b1a1
DCNT,1,Decentweb,0x6678e467fa5ccfbdc264d12f4b8b28fe4661606b
ITT,8,ITT,0x0aef06dcccc531e581f0440059e6ffcc206039ee
OMX,8,Omix,0xb5dbc6d3cf380079df3b27135664b6bcf45d1869
ALCO,8,Alaricoin,0x181a63746d3adcf356cbc73ace22832ffbb1ee5a
SWM,18,Swarm Fund Token,0x9e88613418cf03dca54d6a2cf6ad934a78c7a17a
B2BX,18,B2b,0x5d51fcced3114a8bb5e90cdd0f9d682bcbcc5393
BBN,18,Banyan,0x35a69642857083ba2f30bfab735dacc7f0bac969
GTKT,0,GoldenTickets,0x025abad9e518516fdaafbdcdb9701b37fb7ef0fa
EDOG,8,eDogecoin,0x44cba3a62a15ac8f66ff75bf7abd058dcca7d7ed
ICOS,6,ICOS - ICOBox,0x014b50466590340d41307cc54dcee990c8d58aa8
BPT,18,Blockport,0x327682779bab2bf4d1337e8974ab9de8275a7ca8
SWT,18,Swarm,0xb9e7f8568e08d5659f5d29c4997173d84cdf2607
REPUX,18,RepuX,0x4d305c2334c02e44ac592bbea681ba4cc1576de3
BIO,2,Bioether,0x9b06fb515b68089518a4f857a8bcfb16cc97346e
PARETO,18,Pareto Network,0xea5f88e54d982cbb0c441cde4e79bc305e5b43bc
RPT,18,Real Property Token,0xdb9dfb67c6388291476b0c1db3b59838c447e1ec
TGT,1,Target,0xac3da587eac229c9896d919abc235ca4fd7f72c1
POA20,18,POA Network,0x6758b7d441a9739b98552b373703d8d3d14f9e62
BOTA,18,Adbota,0x4d11061ec8f401edc2395b5f439a05eee6ccfa50
POW,18,POW,0xeb2da9fac54284cea731d1f10bb34eecb3c00c14
HATOLD,12,Hawala Token,0xc3972ac283b3a7a56125674631a5c254f7f373cf
POS,18,PoSToken,0xee609fe292128cad03b786dbb9bc2634ccdbe7fc
CLOUT,18,CLOUT,0x5ba49fcf7c9dce67d6a9fc92cc51c8e77cba5b7a
EPM,18,Epocum,0xc5594d84b996a68326d89fb35e4b89b3323ef37d
CLD,6,Cloudwith.me,0xc3951d77737733174152532e8b0f27e2c4e9f0dc
TEAM,4,TokenStars,0x1c79ab32c66acaa1e9e81952b8aaa581b43e54e7
UCN,8,UC Coin,0xb236e2477b8ed34b203b60e2b88884ee5b31a3c3
TRDT,0,Trident Group,0x33f90dee07c6e8b9682dd20f73e6c358b2ed0f03
POE,8,Poet,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195
RPL,18,Rocket Pool,0xb4efd85c19999d84251304bda99e90b92300bd93
NODE,2,NODE,0xac956c72c262e5405a84dac655d5f3bea7ae9534
MLD,18,Mold,0x52e30201f31283dc5f7928b4198896083f604416
LEND,18,ETHLend,0x80fb784b7ed66730e8b1dbd9820afd29931aab03
DHG,18,Dash Gold,0x08f8117155aa9414b67113a47ad269d47974e9dc
ELF,18,Aelf,0xbf2179859fc6d5bee9bf9158632dc51678a4100e
TOMO,18,Tomocoin,0x8b353021189375591723e7384262f45709a3c3dc
MLN,18,Melonport,0xbeb9ef514a379b997e0798fdcc901ee474b6d9a1
COSSOLD,18,COSS,0x65292eeadf1426cd2df1c4793a3d7519f253913b
STORJ,8,StorjToken,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac
CCO,18,Ccore Token,0x679badc551626e01b23ceecefbc9b877ea18fc46
TKR2,18,TKRToken,0xb45a50545beeab73f38f31e5973768c421805e5e
ELD,18,Electrum Dark,0xaaf7d4cd097317d68174215395eb02c2cca81e31
STORM,18,Storm Market,0xd0a4b8946cb52f0661273bfbc6fd0e0c75fc6433
SKIN,6,SkinCoin,0x2bdc0d42996017fce214b21607a515da41a9e0c5
DRGN,18,Dragonchain,0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e
POOL,8,POS Mining,0x779b7b713c86e3e6774f5040d9ccc2d43ad375f8
MCO,8,Monaco,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d
AIRA,0,Aira,0xa2f4fcb0fde2dd59f7a1873e121bc5623e3164eb
KRM,18,Opakeco,0xb5b57e3c59b0a2b3e8ae5102142d98daab0a51dd
DICE,16,DICE,0x2e071d2966aa7d8decb1005885ba1977d6038a65
MCI,18,Musiconomi,0x138a8752093f4f9a79aaedf48d4b9248fab93c9c
RSPR,16,Rasper,0x46eec301d2d00087145d1588282c182bd1890e5c
FACE,18,Faceter Token,0x1ccaa0f2a7210d76e1fdec740d5f323e2e1b1672
QSR,18,QUASAR,0x89e3b8ed5bd4f21ebd79a3d406bd65f5aada8fae
QSP,18,Quantstamp,0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d
GFL,18,Golden Fleece Token,0x26607f9bf9d62a37b0c78e1d3719fcd1fa32bef9
FUEL,18,EtherParty,0xea38eaa3c86c8f9b751533ba2e562deb9acded40
XGT,18,Cryptogene,0x30f4a3e0ab7a76733d8b60b89dd93c3d0b4c9e2f
QAU,8,Quantum,0x671abbe5ce652491985342e85428eb1b07bc6c64
AXP,8,aXpire,0x9af2c6b1a28d3d6bc084bd267f70e90d49741d5b
PAS,18,Passive,0x34453c84b6d18bc285a80e31f6c6395934434e92
EXC,18,Eximchain,0x00c4b398500645eb5da00a1a379a88b11683ba01
WAND,18,WANDX,0x27f610bf36eca0939093343ac28b1534a721dbb4
PAY,18,TenX,0xb97048628db6b661d4c2aa833e95dbe1a905b280
UQC,18,Uquid Coin,0xd01db73e047855efb414e6202098c4be4cd2423b
LDN,8,LydianCoin,0x8260aa7b903fa1746820ebf674f2f837b22f016b
SNIP,18,Snip.Network,0x44f588aeeb8c44471439d1270b3603c66a9262f1
SCASH,18,ShiftCash,0xa55fc2f935e5decd52685e28c9f1e94528f86c70
PAI,18,PCHAIN,0xb9bb08ab7e9fa0a1356bd4a39ec0ca267e03b0b3
PAL,18,PolicyPal,0xfedae5642668f8636a11987ff386bfd215f942ee
IOST,18,IOS,0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab
ERC20,18,ERC20,0x26d5bd2dfeda983ecd6c39899e69dae6431dffbb
DCN,0,Dentacoin,0x08d32b0da63e2c3bcf8019c9c5d849d7a9d791e6
BETEX,18,BETEX,0xbd270f9a96ed49a1c82055a22ad9b8eec564097f
GMP,18,GMP,0x416dd1d4fb22f6ae73651d5c2c5475087df4ea26
SATIVA,18,Sativa Token,0x49bb48456405738ebbd7bd5d963bea19abfa5377
DCG,2,Dogecoin gold,0x3605fbf7529018d5b7d7ea38b3e6c73bfbd3fadf
NXXOLD,8,Nexxus,0x5c6183d10a00cd747a6dbb5f658ad514383e9419
PCLOLD,8,PECULIUM OLD,0x53148bb4551707edf51a1e8d7a93698d18931225
DCC,18,Distributed Credit Chain,0xffa93aacf49297d51e211817452839052fdfb961
NEXT,18,NEXT.exchange,0x4e005a760e00e17c4912a8070eec047cfecbabbb
0XBTC,8,0xBitcoin,0xb6ed7644c69416d67b522e20bc294a9a9b405b31
IWT,18,Integrative,0x77faed976e187f26b49e78be8418ab074a341f26
NEXO,18,Nexo,0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206
HST,18,Decision Token,0x554c20b7c486beee439277b4540a434566dc4c02
CCT,18,Crystal,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22
MTC2,0,Metacube,0x91719ac125029b667f630161af44ac8da84310b4
ADI,18,Aditus,0x8810c63470d38639954c6b41aac545848c46484a
WEB,18,Webcoin,0x840fe75abfadc0f2d54037829571b2782e919ce4
C20,18,Crypto20,0x26e75307fc0c021472feb8f727839531f112f317
COBU,0,Coinbug,0x151d0460c3fb70c1959cd663a83ad308f541815b
COU,18,Couchain,0xf091cf09c51811819db705710e9634b8bf18f164
VXD,18,Velix ID Token,0xfdfd5db568f2ecf9b06a16116b9201b0500735b4
VEE,18,blockv,0x340d2bde5eb28c1eed91b2f790723e3b160613b7
HAC,4,Hackspace Capital,0x43567eb78638a55bbe51e9f9fb5b2d7ad1f125aa
KNC,18,Kyber,0xdd974d5c2e2928dea5f71b9825b8b646686bd200
BNT,18,Bancor,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c
VTCS,18,Vitalik Cash,0x56c23f03f5369ecc667ec61834ad859665386819
EQL,18,EQUAL,0x47dd62d4d075dead71d0e00299fc56a2d747bebb
KNW,8,Knowledge,0x217375af2de10c73f94408c3258a956df106ba98
EQC,8,Qchain,0xc438b4c0dfbb1593be6dee03bbd1a84bb3aa6213
COIN,18,Coinvest,0x5e8f855966d638135a968861e80dda722291b06d
HAT,12,Hawala Today,0x9002d4485b7594e3e850f0a206713b305113f69e
HAV,18,Havven,0xf244176246168f24e3187f7288edbca29267739b
E4ROW,2,E4ROW,0xce5c603c78d047ef43032e96b5b785324f753a4f
NIH,8,NihilCoin,0x202e295df742befa5e94e9123149360db9d9f2dc
YEL,18,Yellow Token,0x8633e144f2d9b9b8bdd12ddb58e4bef1e163a0ce
SENC,18,Sentinel Chain,0xa13f0743951b4f6e3e3aa039f682e17279f52bc3
XYO,18,XY Oracle,0x55296f69f40ea6d20e478533c15a6b08b654e758
EREAL,18,eREAL,0x15f173b7aca7cd4a01d6f8360e65fb4491d270c1
SYN,18,Synapse,0x10b123fddde003243199aad03522065dc05827a0
IHT,18,I HOUSE TOKEN,0xeda8b016efa8b1161208cf041cd86972eee0f31e
COFI,18,CoinFI,0x3136ef851592acf49ca4c825131e364170fa32b3
SXUT,18,Spectre U-Token,0x2c82c73d5b34aa015989462b2948cd616a37641f
TIO,18,Trade.io,0x80bc5512561c7f85a3a9508c7df7901b370fa1df
KIN,18,Kin,0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5
NPX,2,NapoleonX,0x28b5e12cce51f15594b0b91d5b5adaa70f684a02
EGO,18,GoGuides,0x18cabd1e7db6c52406719cb72859ea2c2eea75d6
MZI,18,MziToken,0xfd0df7b58bd53d1dd4835ecd69a703b4b26f7816
SENT,8,Sentinel,0xa44e5137293e855b1b7bc7e2c6f8cd796ffcb037
GUESS,2,PeerGuess,0xbdcfbf5c4d91abc0bc9709c7286d00063c0e6f22
BKRX,18,BlockRx Digital Token,0x3cf9e0c385a5abec9fd2a71790aa344c4e8e3570
XOXO,18,Bitxoxo,0x222139425bcb172721dd4c22c29dd841d4358f69
XTRD,18,XTRD,0x9c794f933b4dd8b49031a79b0f924d68bef43992
SKR,6,Skrilla,0x4c382f8e09615ac86e08ce58266cc227e7d4d913
DML,18,DecentralizedML,0xbcdfe338d55c061c084d81fd793ded00a27f226d
EMT,18,easyMINE Token,0x9501bfc48897dceeadf73113ef635d2ff7ee4b97
EMV,2,EthereumMovieVenture,0xb802b24e0637c2b87d2e8b7784c055bbe921011a
DMT,8,DMarket,0x2ccbff3a042c68716ed2a2cb0c544a9f1d1935e1
TIE,18,Tie Token,0x999967e2ec8a74b7c8e9db19e039d920b31d39d0
SKM,18,Skrumble Token,0xd99b8a7fa48e25cce83b81812220a3e03bf64e5f
FDX,18,fidentiax,0x52a7cb918c11a16958be40cba7e31e32a499a465
TRST,6,Trustcoin,0xcb94be6f13a1182e4a4b6140cb7bf2025d28e41b
GBX,8,Globitex Token,0x12fcd6463e66974cf7bbc24ffc4d40d6be458283
LDC,18,Leadcoin,0x5102791ca02fc3595398400bfe0e33d7b6c82267
EAGLE,18,EagleCoin,0x994f0dffdbae0bbf09b652d6f11a493fd33f42b9
SDRN,18,SENDERON,0x73b534fb6f07381a29a60b01eed5ae57d4ee24d7
WND,18,Windy,0x6d7a4c14c997333e304d5aef2aece73fd60ecc59
GET,18,GUTS,0x8a854288a5976036a725879164ca3e91d30c6a1b
DRIP,18,Dark Ripple,0x43ed44c782ca3b3e3e3038ce26f196aaf8010c08
LDM,18,Privateers life,0x28a40acf39b1d3c932f42dd8068ad00a5ad6448f
DAXT,18,BlockEx,0x61725f3db4004afe014745b21dab1e1677cc328b
SKCH,6,Skychain Global Token,0x70c621f949b6556c4545707a2d5d73a776b98359
DRG,8,DRAGON,0x814f67fa286f7572b041d041b1d99b432c9155ee
BLT,18,Bloom,0x107c4504cd79c5d2696ea0030a8dd4e92601b82e
BNTY,18,Bounty0x,0xd2d6158683aee4cc838067727209a0aaf4359de3
GEN,18,DAOstack,0x543ff227f64aa17ea132bf9886cab5db55dcaddf
GEM,18,Gems,0xc7bba5b765581efb2cdd2679db5bea9ee79b201f
ARENA,18,Arena,0xf9c9da0c81fffd491458881410903561d1e40fd0
XRL,9,RIALTO,0xb24754be79281553dc1adc160ddf5cd9b74361a4
BOON,18,Boon Tech,0xe83e098eedb43b33d340d4757529e5a2c4ee3230
DDOOS,8,Dollarydoos,0xf814d88af9f624257880ae1c6b519d87116810e8
VOISE,8,VOISE,0x83eea00d838f92dec4d1475697b9f4d3537b56e3
BEE,18,Bee Token,0x4d8fc1453a0f359e99c9675954e656d80d996fbf
CHUCK,4,CHUCK NORRIS,0x9c23a568a32e8434ec88bdf60891a1d95ffd36cc
SPN,6,Sapien Network,0x20f7a3ddf244dc9299975b4da1c39f8d5d75f05a
ECHT,18,ECHAT TOKEN,0x1a2277c83930b7a64c3e3d5544eaa8c4f946b1b7
HYTV,3,HYPERTV,0x7259fddca8d5f0184b3b12aa7e8401964b703a4f
WTT,0,Cryptonomos,0x84119cb33e8f590d75c2d6ea4e6b0741a7494eda
DDF,18,Digital,0xcc4ef9eeaf656ac1a2ab886743e98e97e090ed38
EBTC,8,eBTC,0xeb7c20027172e5d143fb030d50f91cece2d1485d
INXT,8,Internxt,0xa8006c4ca56f24d6836727d106349320db7fef82
OPT,18,OPUS,0x4355fc160f74328f9b383df2ec589bb3dfd82ba0
ANA,8,Anacoin,0x8b75125582ff3ed5481a8ff50e660e416fb8f50a
RNB,0,RAINBOW Coin,0x6f5362acaf1a58d3ad92e3c64f98cdb4e3ebc9b8
ANN,18,Agent Not Needed,0xe0e73e8fc3a0fa161695be1d75e1bc3e558957c4
CVT2,18,R_block,0x4aac461c86abfa71e9d00d9a2cde8d74e4e1aeea
OHNI,0,Ohni,0x7f2176ceb16dcb648dc924eff617c3dc2befd30d
ETHFM,18,Ethereum FundMe,0x84ce2fced3ffed8c3a3e305d6ccf6f542a7ca006
ANT,18,Aragon,0x960b236a07cf122663c4303350609a66a7b288c0
LCD,18,Lucyd,0x9a4059c1cf329a017e0ee1337c503137fd9463b2
MOO,18,CloudMoolah,0x8f207f9b97cf0afc292a384d6c19a2a084acde5e
LCC,18,Litecoin Classic,0x9c3a2334d8d7a8b9013c0e572a5bbdfc2fc69063
PRL,18,Oyster Pearl,0x1844b21593262668b7248d0f57a220caaba46ab9
STRC,8,StarCredits,0x46492473755e8df960f8034877f61732d718ce96
PST,18,Primas,0xe3fedaecd47aa8eab6b23227b0ee56f092c967a9
MOD,0,Modum,0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e
ETR,18,Ethereum Red,0x0767fa882b9634df15ff2f87c46e0e1a406a982f
BULX,18,Bullioncoin,0xce59d29b09aae565feeef8e52f47c3cd5368c663
KMC,8,KEMCREDIT,0x4b3eacb500955d22ee8bcdd8dd3d9009e29f2d24
PNTH,18,Panther Token,0x49ba4d042443afe853c8407bf2eeb62501978115
COV,18,Covesting,0xe2fb6529ef566a080e6d23de0bd351311087d567
BCD,6,BitCAD,0x660b612ec57754d949ac1a09d0c2937a010dee05
BUNNY,18,BunnyToken,0x755eb14d2feff2939eb3026f5cad9d03775b9ff4
FSN,18,Fusion Token,0xd0352a019e9ab9d757776f532377aaebd36fd541
AKYU,18,Akyumen,0xcf085a96299a27b75fecb781420c6f56ee2b0dc7
COB,18,Cobinhood,0xb2f7eb1f2c37645be61d73953035360e768d81e6
ETF,18,ETHERFLOW,0x716b87619d0c06c5868837cca18b2dd9d64a29d5
KMR,18,Kamera,0x71f7b56f9f8641f73ca71512a93857a7868d1443
UMC,6,UmbrellaCoin,0x190fb342aa6a15eb82903323ae78066ff8616746
P+,0,GreenPower,0x55e7c4a77821d5c50b4570b08f9f92896a25e012
FTX,18,FintruX Network,0xd559f20296ff4895da39b5bd9add54b442596a61
ETH,18,Ether,0x0000000000000000000000000000000000000000
GAS,8,Gas Files,0x75c79b88face8892e7043797570c390bc2db52a7
CLN,18,Colu Local Network,0x4162178b78d6985480a308b2190ee5517460406d
RBTC,0,Bitcoin Revolution,0xf6f61f70ae1c4559459899300b17d2b2c77d39b5
PRFT,18,Proof,0xc5cea8292e514405967d958c2325106f2f48da77
ROCK,18,Rocket DAO,0xa40106134c5bf4c41411554e6db99b95a15ed9d8
RIYA,8,Etheriya,0x0b1724cc9fda0186911ef6a75949e9c0d3f0f2f3
CASH,18,Cash Poker Pro,0xa8f93faee440644f89059a2c88bdc9bf3be5e2ea
SMT2,8,SocialMedia.Market,0x78eb8dc641077f049f910659b6d580e80dc4d237
MOT,18,MOT,0x263c618480dbe35c300d8d5ecda19bbb986acaed
FLUZ,18,Fluz,0x954b5de09a55e59755acbda29e1eb74a45d30175
PTM,18,Potentiam,0x7c32db0645a259fae61353c1f891151a2e7f8c1e
LIRA,8,LIRA,0xcf76f32ebe10139e4370127d5789cdb0750d460d
JOE,18,Jump-over Extranet,0xeb2868ff9d2cccbc5458ef9661adae96d499c988
SRG,6,SRG,0x607cbd284681db257a360d384a937ce149363760
BALI,18,Bali Coin,0x013a06558f07d9e6f9a00c95a33f3a0e0255176b
INSTAR,18,Insights Network,0xc72fe8e3dd5bef0f9f31f259399f301272ef2a2d
CC,18,Cultural Coin,0x3c159c0b03974f4b2befdde6f9f4ef09fd8d697b
NDC,18,NEVERDIE,0xa54ddc7b3cce7fc8b1e3fa0256d0db80d2c10970
LOCI,18,LOCIcoin,0x9c23d67aea7b95d80942e3836bcdf7e708a747c2
SRN,18,SIRIN LABS,0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25
IGNX,18,Ignite,0xafd8f91c4d7c2e3240f4154a1c596048035eb63c
KRI,18,KriosCoin,0xeef8102a0d46d508f171d7323bceffc592835f13
OBZ,18,OBIZCOIN,0xbf5eed8d51b20834c9d887b22c229237922055d7
SLIP,0,SlipStream,0x27537ff4df3081cef9bee9b29cac764067b42611
CAS2,2,CASINO,0xbb1b3e8ddded8165d58b0c192d19cd360682b170
CS,6,CREDITS,0x46b9ad944d1059450da1163511069c718f699d31
THETA,18,Theta,0x3883f5e181fccaf8410fa61e12b59bad963fb645
CV,18,CarVertical,0xda6cb58a0d0c01610a29c5a65c303e13e885887c
EPRIME,18,Ethereum Prime,0x8b4ed13b185e3ae5ca748a7febdff76b7d1d85d4
PLU,18,Pluton,0xd8912c10681d8b21fd3742244f44658dba12264e
TDH,18,TrustedHealth,0x2a1dbabe65c595b0022e75208c34014139d5d357
NMR,18,Numeraire,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671
PLR,18,PILLAR,0xe3818504c1b32bf1557b16c238b2e01fd3149c17
TDM,8,TokenofDigitalMoney,0x7b6e57d2139dd5f38012cd641cebb8aff0d8953a
EOSDAC,18,eosDAC,0x7e9e431a0b8c4d532c745b1043c7fa29a48d4fba
TDC,3,Trendercoin,0x80e82dd8707a68d9f26a3035c1bbf2b704549801
YESTERDAY,18,YESTERDAY,0x7268f9c2bc9c9e65b4a16888cb5672531ce8e945
TRAK,18,TrakInvest,0x12759512d326303b45f1cec8f7b6fd96f387778e
PLX,8,PlexCoin,0xb3203db25a01fa7950a860b42b899ad7da52ddd6
EDEX,8,ETHDEX,0x038da599a137f89f49b43cd0d561d5e159058b60
UST,18,Uservice Token,0xf62baa1997f04f165edd100d78241e07617f6ce6
PLC,18,PlusCoin,0x0835ecd15ddf08d4786304d71b4672dc5c40f011
TOKE,18,Tokenereum,0x6ed3efe43df09313c6de6059b9a443c4fd1ca535
UFR,18,upfiring,0xea097a2b1db00627b2fa17460ad260c016016977
ALIS,18,ALIS Media,0xea610b1153477720748dc13ed378003941d84fab
CL,18,Coinlancer,0xe81d72d14b1516e68ac3190a46c93302cc8ed60f
H2O,18,Hydrominer,0xfeed1a53bd53ffe453d265fc6e70dd85f8e993b6
SHOP,9,Shopin,0x6175f6f85339f1e56affac5a68cbf8297969004d
LUCK,0,LUCKY,0xfb12e3cca983b9f59d90912fd17f8d745a8b2953
LOC,18,LockChain,0x5e3346444010135322268a4630d2ed5f8d09446c
PRIX,8,Privatix,0x3adfc4999f77d04c8341bac5f3a76f58dff5b37a
AIX,18,Aigang,0x1063ce524265d5a3a624f4914acd573dd89ce988
RCT,18,RealChain,0x13f25cd52b21650caa8225c9942337d914c9b030
