,baseVolume,percentChange,high,low,highestBid,quoteVolume,index
21,40.087435814919854269,-99.0601,0.456,0.000153,0.000150056007200309,49493.12946109427598025,ANGEL
4,4.265214176262886866,-25,0.00000055,0.0000001401,0.00000018,23385131.208388355486711161,MFTU
0,37.468195309923401683,-13.08126901,0.000002443736603084,0.00000190900001,0.00000191020001,17257317.083387599613197471,DX
17,24.024531492099527538,8.06451615,0.0000009,0.0000004600000001,0.000000693,38107474.254530374192999728,IG
11,2.552071782956419197,-13.33333333,0.00000113,0.00000052,0.000000524545609877,3099656.63665303,BNC
7,17.905994895306690285,22.42963951,0.00034,0.00020999,0.0002660267,67906.360276650687873322,SCRL
12,14.090177791004172905,-64.997,0.0074998,0.00035003,0.000250024999999576,6700.56758002,KIND
10,11.275579795271338118,155.90789474,0.0004,0.000152,0.000217871774999,49114.468365398621352003,TALAO
14,106.807892283435871999,-22.8977904,0.00000028,0.00000013,0.0000001357,556859421.585575020585400002,CYFM
15,1.691999999999983994,132.37613861,0.000024949999,0.0000101,0.0000062,117405.143245509134755685,XRT
5,0.9375,0,0.000375,0.000375,0.00035,2500,VXV
20,0.28478,0,0.0000491,0.0000491,0.0000491,5800,ROX
18,0.054273597,0,0.00018091199,0.00018091199,0.00018091199,300,EMTV
3,0.050855999999999999,0,0.000026,0.000026,0.000012530002,1956,ONG
6,0,0,N/A,N/A,0.0000421200001201,0,AVINOC
8,0,0,N/A,N/A,0.000011,0,ENAU
9,0,0,N/A,N/A,0.000002,0,ZEWT
1,0,0,N/A,N/A,0.000501,0,ACAD
2,0,0,N/A,N/A,0.0000879,0,VUU
13,0,0,N/A,N/A,0.0000021,0,RGE
16,0,0,N/A,N/A,0.00021,0,HEAL
19,0,0,N/A,N/A,0.000002200099999999,0,SURE
