,index,baseVolume,percentChange,high,low,highestBid,quoteVolume
1,UPP,560.936079731,-11.68986522,0.000249,0.000184208420608,0.00021103,2579033.23467
0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
